name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code
East University Drive,5614812,5614812_BA,,,10043,10033,Major arterial,1,0.00138,1,40,900,4,190,12,,,"<LineString><coordinates>-111.934966,33.421961,0.0 -111.935061,33.421912,0.0 -111.935256,33.421916,0.0 -111.936563,33.421916,0.0 -111.936663,33.421916,0.0 -111.936752,33.421917,0.0 -111.938061,33.421910,0.0 -111.938146,33.421910,0.0 -111.938247,33.421910,0.0 -111.938927,33.421911,0.0 -111.939318,33.421910,0.0 -111.939854,33.421906,0.0 -111.939938,33.421905,0.0 -111.940080,33.421942,0.0</coordinates></LineString>","<LineString><coordinates>-111.934966,33.421949,0.0 -111.935061,33.421899,0.0 -111.935255,33.421903,0.0 -111.936563,33.421903,0.0 -111.936662,33.421904,0.0 -111.936752,33.421904,0.0 -111.938061,33.421898,0.0 -111.938146,33.421898,0.0 -111.938247,33.421898,0.0 -111.938927,33.421898,0.0 -111.939318,33.421897,0.0 -111.939854,33.421893,0.0 -111.939938,33.421892,0.0 -111.940080,33.421929,0.0</coordinates></LineString>",,,,
East 3rd Street,5615753,5615753_AB,,,10044,10045,Major arterial,1,0.0003,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939507,33.427394,0.0 -111.939876,33.427397,0.0 -111.939963,33.427398,0.0</coordinates></LineString>","<LineString><coordinates>-111.939508,33.427381,0.0 -111.939876,33.427384,0.0 -111.939963,33.427385,0.0</coordinates></LineString>",,,,
East 3rd Street,5615753,5615753_BA,,,10045,10044,Major arterial,1,0.0003,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939963,33.427372,0.0 -111.939876,33.427372,0.0 -111.939507,33.427368,0.0</coordinates></LineString>","<LineString><coordinates>-111.939963,33.427385,0.0 -111.939876,33.427384,0.0 -111.939508,33.427381,0.0</coordinates></LineString>",,,,
West 7th Street,5617602,5617602_AB,,,10046,10047,Major arterial,1,0.00006,1,40,900,4,190,12,,,"<LineString><coordinates>-111.944299,33.423190,0.0 -111.945757,33.423190,0.0</coordinates></LineString>","<LineString><coordinates>-111.944299,33.423177,0.0 -111.945757,33.423178,0.0</coordinates></LineString>",,,,
West 7th Street,5617602,5617602_BA,,,10047,10046,Major arterial,1,0.00006,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945757,33.423165,0.0 -111.944299,33.423164,0.0</coordinates></LineString>","<LineString><coordinates>-111.945757,33.423178,0.0 -111.944299,33.423177,0.0</coordinates></LineString>",,,,
East 5th Street,5619424,5619424_AB,,,10048,10049,Major arterial,1,0.00049,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939961,33.425479,0.0 -111.939416,33.425485,0.0 -111.938288,33.425483,0.0 -111.938161,33.425483,0.0 -111.938028,33.425483,0.0 -111.936775,33.425486,0.0 -111.936672,33.425487,0.0</coordinates></LineString>","<LineString><coordinates>-111.939961,33.425492,0.0 -111.939416,33.425497,0.0 -111.938288,33.425496,0.0 -111.938161,33.425495,0.0 -111.938028,33.425495,0.0 -111.936775,33.425499,0.0 -111.936672,33.425499,0.0</coordinates></LineString>",,,,
East 5th Street,5619424,5619424_BA,,,10049,10048,Major arterial,1,0.00049,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936672,33.425512,0.0 -111.936775,33.425512,0.0 -111.938028,33.425508,0.0 -111.938161,33.425508,0.0 -111.938288,33.425508,0.0 -111.939416,33.425510,0.0 -111.939961,33.425505,0.0</coordinates></LineString>","<LineString><coordinates>-111.936672,33.425499,0.0 -111.936775,33.425499,0.0 -111.938028,33.425495,0.0 -111.938161,33.425495,0.0 -111.938288,33.425496,0.0 -111.939416,33.425497,0.0 -111.939961,33.425492,0.0</coordinates></LineString>",,,,
South Una Avenue,5620644,5620644_AB,,,10050,10051,Major arterial,1,0.25629,1,40,900,4,190,12,,,"<LineString><coordinates>-111.912837,33.419493,0.0 -111.912837,33.418371,0.0 -111.912877,33.418313,0.0 -111.912880,33.417068,0.0 -111.912896,33.415953,0.0 -111.912846,33.415859,0.0 -111.912714,33.415797,0.0 -111.912359,33.415788,0.0</coordinates></LineString>","<LineString><coordinates>-111.912825,33.419495,0.0 -111.912825,33.418373,0.0 -111.912865,33.418315,0.0 -111.912868,33.417070,0.0 -111.912884,33.415955,0.0 -111.912833,33.415860,0.0 -111.912701,33.415798,0.0 -111.912346,33.415789,0.0</coordinates></LineString>",,,,
South Una Avenue,5620644,5620644_BA,,,10051,10050,Major arterial,1,0.25629,1,40,900,4,190,12,,,"<LineString><coordinates>-111.912334,33.415791,0.0 -111.912689,33.415800,0.0 -111.912821,33.415862,0.0 -111.912871,33.415957,0.0 -111.912855,33.417072,0.0 -111.912852,33.418316,0.0 -111.912812,33.418375,0.0 -111.912812,33.419496,0.0</coordinates></LineString>","<LineString><coordinates>-111.912346,33.415789,0.0 -111.912701,33.415798,0.0 -111.912833,33.415860,0.0 -111.912884,33.415955,0.0 -111.912868,33.417070,0.0 -111.912865,33.418315,0.0 -111.912825,33.418373,0.0 -111.912825,33.419495,0.0</coordinates></LineString>",,,,
South Kenneth Place,5621022,5621022_AB,,,10052,10053,Major arterial,1,0.11181,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918295,33.412880,0.0 -111.918293,33.412305,0.0 -111.918287,33.411264,0.0</coordinates></LineString>","<LineString><coordinates>-111.918283,33.412880,0.0 -111.918280,33.412305,0.0 -111.918275,33.411264,0.0</coordinates></LineString>",,,,
South Kenneth Place,5621022,5621022_BA,,,10053,10052,Major arterial,1,0.11181,1,40,900,4,190,12,,,"<LineString><coordinates>-111.918262,33.411264,0.0 -111.918267,33.412305,0.0 -111.918270,33.412880,0.0</coordinates></LineString>","<LineString><coordinates>-111.918275,33.411264,0.0 -111.918280,33.412305,0.0 -111.918283,33.412880,0.0</coordinates></LineString>",,,,
South McAllister Avenue,5624529,5624529_AB,,,10054,10055,Major arterial,1,0.44904,1,40,900,4,190,12,,,"<LineString><coordinates>-111.928962,33.421233,0.0 -111.928974,33.420885,0.0 -111.928956,33.420485,0.0 -111.928932,33.420274,0.0 -111.928899,33.419712,0.0 -111.928869,33.418535,0.0 -111.928866,33.418364,0.0 -111.928844,33.417645,0.0 -111.929039,33.417077,0.0 -111.929316,33.416714,0.0 -111.930173,33.415913,0.0 -111.930524,33.415529,0.0 -111.930664,33.414794,0.0 -111.930662,33.414741,0.0</coordinates></LineString>","<LineString><coordinates>-111.928950,33.421230,0.0 -111.928962,33.420882,0.0 -111.928944,33.420482,0.0 -111.928920,33.420270,0.0 -111.928886,33.419708,0.0 -111.928857,33.418532,0.0 -111.928854,33.418361,0.0 -111.928832,33.417642,0.0 -111.929027,33.417074,0.0 -111.929304,33.416710,0.0 -111.930161,33.415909,0.0 -111.930512,33.415526,0.0 -111.930652,33.414791,0.0 -111.930649,33.414738,0.0</coordinates></LineString>",,,,
South McAllister Avenue,5624529,5624529_BA,,,10055,10054,Major arterial,1,0.44904,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930637,33.414735,0.0 -111.930640,33.414788,0.0 -111.930500,33.415523,0.0 -111.930148,33.415906,0.0 -111.929292,33.416707,0.0 -111.929015,33.417070,0.0 -111.928820,33.417638,0.0 -111.928841,33.418358,0.0 -111.928844,33.418529,0.0 -111.928874,33.419705,0.0 -111.928908,33.420267,0.0 -111.928932,33.420479,0.0 -111.928950,33.420878,0.0 -111.928938,33.421226,0.0</coordinates></LineString>","<LineString><coordinates>-111.930649,33.414738,0.0 -111.930652,33.414791,0.0 -111.930512,33.415526,0.0 -111.930161,33.415909,0.0 -111.929304,33.416710,0.0 -111.929027,33.417074,0.0 -111.928832,33.417642,0.0 -111.928854,33.418361,0.0 -111.928857,33.418532,0.0 -111.928886,33.419708,0.0 -111.928920,33.420270,0.0 -111.928944,33.420482,0.0 -111.928962,33.420882,0.0 -111.928950,33.421230,0.0</coordinates></LineString>",,,,
East 14th Street,5627987,5627987_AB,,,10056,10057,Major arterial,1,0.00414,1,40,900,4,190,12,,,"<LineString><coordinates>-111.939892,33.413500,0.0 -111.937071,33.413518,0.0 -111.934933,33.413535,0.0 -111.932777,33.413558,0.0 -111.930781,33.413572,0.0 -111.930704,33.413560,0.0</coordinates></LineString>","<LineString><coordinates>-111.939892,33.413513,0.0 -111.937071,33.413530,0.0 -111.934933,33.413547,0.0 -111.932778,33.413570,0.0 -111.930781,33.413585,0.0 -111.930704,33.413573,0.0</coordinates></LineString>",,,,
East 14th Street,5627987,5627987_BA,,,10057,10056,Major arterial,1,0.00414,1,40,900,4,190,12,,,"<LineString><coordinates>-111.930704,33.413585,0.0 -111.930781,33.413598,0.0 -111.932778,33.413583,0.0 -111.934933,33.413560,0.0 -111.937071,33.413543,0.0 -111.939892,33.413525,0.0</coordinates></LineString>","<LineString><coordinates>-111.930704,33.413573,0.0 -111.930781,33.413585,0.0 -111.932778,33.413570,0.0 -111.934933,33.413547,0.0 -111.937071,33.413530,0.0 -111.939892,33.413513,0.0</coordinates></LineString>",,,,
Packard Drive,5630444,5630444_AB,,,10058,10059,Major arterial,1,0.30187,1,40,900,4,190,12,,,"<LineString><coordinates>-111.929057,33.424288,0.0 -111.929220,33.424653,0.0 -111.929247,33.424806,0.0 -111.929272,33.424947,0.0 -111.929293,33.428571,0.0 -111.929293,33.428652,0.0</coordinates></LineString>","<LineString><coordinates>-111.929070,33.424287,0.0 -111.929233,33.424653,0.0 -111.929260,33.424805,0.0 -111.929285,33.424946,0.0 -111.929305,33.428570,0.0 -111.929306,33.428652,0.0</coordinates></LineString>",,,,
Packard Drive,5630444,5630444_BA,,,10059,10058,Major arterial,1,0.30187,1,40,900,4,190,12,,,"<LineString><coordinates>-111.929318,33.428651,0.0 -111.929318,33.428570,0.0 -111.929297,33.424946,0.0 -111.929272,33.424805,0.0 -111.929246,33.424652,0.0 -111.929083,33.424287,0.0</coordinates></LineString>","<LineString><coordinates>-111.929306,33.428652,0.0 -111.929305,33.428570,0.0 -111.929285,33.424946,0.0 -111.929260,33.424805,0.0 -111.929233,33.424653,0.0 -111.929070,33.424287,0.0</coordinates></LineString>",,,,
South Stanley Place,5630684,5630684_AB,,,10060,10061,Major arterial,1,0.1111,1,40,900,4,190,12,,,"<LineString><coordinates>-111.919419,33.412870,0.0 -111.919412,33.411264,0.0</coordinates></LineString>","<LineString><coordinates>-111.919406,33.412870,0.0 -111.919399,33.411264,0.0</coordinates></LineString>",,,,
South Stanley Place,5630684,5630684_BA,,,10061,10060,Major arterial,1,0.1111,1,40,900,4,190,12,,,"<LineString><coordinates>-111.919386,33.411264,0.0 -111.919394,33.412870,0.0</coordinates></LineString>","<LineString><coordinates>-111.919399,33.411264,0.0 -111.919406,33.412870,0.0</coordinates></LineString>",,,,
South Newberry Lane,5631095,5631095_AB,,,10062,10063,Major arterial,1,0.10543,1,40,900,4,190,12,,,"<LineString><coordinates>-111.920328,33.412877,0.0 -111.920303,33.411352,0.0</coordinates></LineString>","<LineString><coordinates>-111.920315,33.412877,0.0 -111.920291,33.411353,0.0</coordinates></LineString>",,,,
South Newberry Lane,5631095,5631095_BA,,,10063,10062,Major arterial,1,0.10543,1,40,900,4,190,12,,,"<LineString><coordinates>-111.920278,33.411353,0.0 -111.920303,33.412877,0.0</coordinates></LineString>","<LineString><coordinates>-111.920291,33.411353,0.0 -111.920315,33.412877,0.0</coordinates></LineString>",,,,
South Bonarden Lane,5631352,5631352_AB,,,10064,10065,Major arterial,1,0.12359,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922604,33.412894,0.0 -111.922588,33.411170,0.0 -111.922587,33.411108,0.0</coordinates></LineString>","<LineString><coordinates>-111.922591,33.412895,0.0 -111.922575,33.411170,0.0 -111.922574,33.411108,0.0</coordinates></LineString>",,,,
South Bonarden Lane,5631352,5631352_BA,,,10065,10064,Major arterial,1,0.12359,1,40,900,4,190,12,,,"<LineString><coordinates>-111.922561,33.411108,0.0 -111.922562,33.411171,0.0 -111.922579,33.412895,0.0</coordinates></LineString>","<LineString><coordinates>-111.922574,33.411108,0.0 -111.922575,33.411170,0.0 -111.922591,33.412895,0.0</coordinates></LineString>",,,,
East 8th Street,5636208,5636208_AB,,,10066,10067,Major arterial,1,0.10003,1,40,900,4,190,12,,,"<LineString><coordinates>-111.926239,33.420964,0.0 -111.924253,33.420550,0.0 -111.923926,33.420481,0.0 -111.920636,33.419783,0.0 -111.918448,33.419514,0.0 -111.917713,33.419417,0.0 -111.917033,33.419309,0.0 -111.915811,33.419345,0.0 -111.913586,33.419476,0.0 -111.912752,33.419482,0.0 -111.909079,33.419517,0.0</coordinates></LineString>","<LineString><coordinates>-111.926238,33.420976,0.0 -111.924252,33.420562,0.0 -111.923925,33.420493,0.0 -111.920635,33.419795,0.0 -111.918447,33.419526,0.0 -111.917712,33.419429,0.0 -111.917032,33.419321,0.0 -111.915810,33.419358,0.0 -111.913584,33.419489,0.0 -111.912751,33.419495,0.0 -111.909077,33.419530,0.0</coordinates></LineString>",,,,
East 8th Street,5636208,5636208_BA,,,10067,10066,Major arterial,1,0.10003,1,40,900,4,190,12,,,"<LineString><coordinates>-111.909076,33.419543,0.0 -111.912750,33.419507,0.0 -111.913583,33.419501,0.0 -111.915809,33.419371,0.0 -111.917031,33.419334,0.0 -111.917711,33.419442,0.0 -111.918446,33.419539,0.0 -111.920634,33.419808,0.0 -111.923924,33.420506,0.0 -111.924251,33.420575,0.0 -111.926237,33.420989,0.0</coordinates></LineString>","<LineString><coordinates>-111.909077,33.419530,0.0 -111.912751,33.419495,0.0 -111.913584,33.419489,0.0 -111.915810,33.419358,0.0 -111.917032,33.419321,0.0 -111.917712,33.419429,0.0 -111.918447,33.419526,0.0 -111.920635,33.419795,0.0 -111.923925,33.420493,0.0 -111.924252,33.420562,0.0 -111.926238,33.420976,0.0</coordinates></LineString>",,,,
South Gary Drive,5638083,5638083_AB,,,10068,10069,Major arterial,1,0.12373,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914723,33.419443,0.0 -111.914707,33.418368,0.0 -111.914709,33.417654,0.0</coordinates></LineString>","<LineString><coordinates>-111.914710,33.419443,0.0 -111.914694,33.418368,0.0 -111.914697,33.417654,0.0</coordinates></LineString>",,,,
South Gary Drive,5638083,5638083_BA,,,10069,10068,Major arterial,1,0.12373,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914684,33.417654,0.0 -111.914681,33.418369,0.0 -111.914698,33.419443,0.0</coordinates></LineString>","<LineString><coordinates>-111.914697,33.417654,0.0 -111.914694,33.418368,0.0 -111.914710,33.419443,0.0</coordinates></LineString>",,,,
South Chief Jones Way,5638085,5638085_AB,,,10070,10071,Major arterial,1,0.09063,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914764,33.416151,0.0 -111.914766,33.415731,0.0 -111.914767,33.415701,0.0 -111.914771,33.414841,0.0</coordinates></LineString>","<LineString><coordinates>-111.914751,33.416151,0.0 -111.914754,33.415731,0.0 -111.914754,33.415701,0.0 -111.914759,33.414841,0.0</coordinates></LineString>",,,,
South Chief Jones Way,5638085,5638085_BA,,,10071,10070,Major arterial,1,0.09063,1,40,900,4,190,12,,,"<LineString><coordinates>-111.914746,33.414841,0.0 -111.914741,33.415701,0.0 -111.914741,33.415730,0.0 -111.914739,33.416151,0.0</coordinates></LineString>","<LineString><coordinates>-111.914759,33.414841,0.0 -111.914754,33.415701,0.0 -111.914754,33.415731,0.0 -111.914751,33.416151,0.0</coordinates></LineString>",,,,
South Wilson Street,5639625,5639625_AB,,,10072,10047,Major arterial,1,0.41208,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945792,33.429135,0.0 -111.945783,33.428147,0.0 -111.945785,33.426428,0.0 -111.945786,33.426279,0.0 -111.945786,33.425470,0.0 -111.945786,33.424903,0.0 -111.945787,33.424317,0.0 -111.945775,33.423468,0.0 -111.945770,33.423178,0.0</coordinates></LineString>","<LineString><coordinates>-111.945779,33.429135,0.0 -111.945771,33.428147,0.0 -111.945773,33.426428,0.0 -111.945773,33.426279,0.0 -111.945773,33.425470,0.0 -111.945774,33.424903,0.0 -111.945775,33.424317,0.0 -111.945762,33.423468,0.0 -111.945757,33.423178,0.0</coordinates></LineString>",,,,
South Wilson Street,5639625,5639625_BA,,,10047,10072,Major arterial,1,0.41208,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945745,33.423178,0.0 -111.945749,33.423468,0.0 -111.945762,33.424317,0.0 -111.945761,33.424903,0.0 -111.945760,33.425470,0.0 -111.945760,33.426279,0.0 -111.945760,33.426428,0.0 -111.945758,33.428147,0.0 -111.945767,33.429135,0.0</coordinates></LineString>","<LineString><coordinates>-111.945757,33.423178,0.0 -111.945762,33.423468,0.0 -111.945775,33.424317,0.0 -111.945774,33.424903,0.0 -111.945773,33.425470,0.0 -111.945773,33.426279,0.0 -111.945773,33.426428,0.0 -111.945771,33.428147,0.0 -111.945779,33.429135,0.0</coordinates></LineString>",,,,
South Wilson Street,5639627,5639627_AB,,,10073,10074,Major arterial,1,0.55253,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945782,33.421899,0.0 -111.945783,33.421082,0.0 -111.945785,33.420640,0.0 -111.945783,33.419403,0.0 -111.945779,33.418244,0.0 -111.945778,33.417308,0.0 -111.945780,33.416828,0.0 -111.945777,33.414638,0.0 -111.945788,33.414577,0.0 -111.945795,33.414464,0.0 -111.945810,33.414408,0.0 -111.945811,33.413911,0.0</coordinates></LineString>","<LineString><coordinates>-111.945769,33.421898,0.0 -111.945771,33.421082,0.0 -111.945772,33.420640,0.0 -111.945770,33.419403,0.0 -111.945767,33.418244,0.0 -111.945765,33.417308,0.0 -111.945767,33.416828,0.0 -111.945764,33.414638,0.0 -111.945776,33.414577,0.0 -111.945782,33.414464,0.0 -111.945797,33.414408,0.0 -111.945798,33.413911,0.0</coordinates></LineString>",,,,
South Wilson Street,5639627,5639627_BA,,,10074,10073,Major arterial,1,0.55253,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945786,33.413911,0.0 -111.945785,33.414408,0.0 -111.945769,33.414464,0.0 -111.945763,33.414577,0.0 -111.945752,33.414638,0.0 -111.945754,33.416828,0.0 -111.945753,33.417308,0.0 -111.945754,33.418243,0.0 -111.945758,33.419403,0.0 -111.945760,33.420640,0.0 -111.945758,33.421082,0.0 -111.945756,33.421898,0.0</coordinates></LineString>","<LineString><coordinates>-111.945798,33.413911,0.0 -111.945797,33.414408,0.0 -111.945782,33.414464,0.0 -111.945776,33.414577,0.0 -111.945764,33.414638,0.0 -111.945767,33.416828,0.0 -111.945765,33.417308,0.0 -111.945767,33.418244,0.0 -111.945770,33.419403,0.0 -111.945772,33.420640,0.0 -111.945771,33.421082,0.0 -111.945769,33.421898,0.0</coordinates></LineString>",,,,
South Wilson Street,5639639,5639639_AB,,,10075,10076,Major arterial,1,0.09817,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945183,33.413185,0.0 -111.945180,33.412823,0.0 -111.945181,33.412467,0.0 -111.945178,33.412108,0.0 -111.945177,33.411847,0.0 -111.945181,33.411817,0.0 -111.945192,33.411788,0.0 -111.945217,33.411766,0.0</coordinates></LineString>","<LineString><coordinates>-111.945170,33.413185,0.0 -111.945168,33.412822,0.0 -111.945168,33.412467,0.0 -111.945166,33.412108,0.0 -111.945165,33.411847,0.0 -111.945168,33.411817,0.0 -111.945180,33.411787,0.0 -111.945204,33.411766,0.0</coordinates></LineString>",,,,
South Wilson Street,5639639,5639639_BA,,,10076,10075,Major arterial,1,0.09817,1,40,900,4,190,12,,,"<LineString><coordinates>-111.945191,33.411765,0.0 -111.945167,33.411787,0.0 -111.945156,33.411817,0.0 -111.945152,33.411846,0.0 -111.945153,33.412107,0.0 -111.945155,33.412466,0.0 -111.945155,33.412822,0.0 -111.945158,33.413185,0.0</coordinates></LineString>","<LineString><coordinates>-111.945204,33.411766,0.0 -111.945180,33.411787,0.0 -111.945168,33.411817,0.0 -111.945165,33.411847,0.0 -111.945166,33.412108,0.0 -111.945168,33.412467,0.0 -111.945168,33.412822,0.0 -111.945170,33.413185,0.0</coordinates></LineString>",,,,
South Forest Avenue,5640924,5640924_AB,,,10077,10078,Major arterial,1,0.21009,1,40,900,4,190,12,,,"<LineString><coordinates>-111.936668,33.417653,0.0 -111.936668,33.417483,0.0 -111.936666,33.417385,0.0 -111.936644,33.416411,0.0 -111.936642,33.416277,0.0 -111.936640,33.416205,0.0 -111.936639,33.416134,0.0 -111.936636,33.415954,0.0 -111.936625,33.415148,0.0 -111.936624,33.415083,0.0 -111.936622,33.414919,0.0 -111.936619,33.414715,0.0 -111.936622,33.414616,0.0</coordinates></LineString>","<LineString><coordinates>-111.936655,33.417654,0.0 -111.936655,33.417483,0.0 -111.936653,33.417385,0.0 -111.936632,33.416411,0.0 -111.936629,33.416277,0.0 -111.936627,33.416205,0.0 -111.936626,33.416134,0.0 -111.936623,33.415954,0.0 -111.936612,33.415148,0.0 -111.936611,33.415083,0.0 -111.936609,33.414919,0.0 -111.936607,33.414715,0.0 -111.936609,33.414616,0.0</coordinates></LineString>",,,,
